sig,exit_bar,side,why,R,pct,blk,ts,day,dayk
64813,64815,1,0,-1.0328997394736232,-0.5935847814037875,1,2021-02-10 08:00:00,20210210,20210210
64836,64839,1,0,-1.0423305255221738,-0.4674997796786783,1,2021-02-11 08:00:00,20210211,20210211
64970,65017,1,0,1.6583005181700177,1.1169863797193098,1,2021-02-19 08:00:00,20210219,20210219
65269,65304,1,0,-0.1278485948854604,-0.07150539197162087,1,2021-03-10 08:00:00,20210310,20210310
65363,65385,1,0,-0.7355637659608671,-0.37599838528299645,1,2021-03-16 09:00:00,20210316,20210316
65503,65521,1,0,-0.7932628882670114,-0.3586564797462791,1,2021-03-24 11:00:00,20210324,20210324
65631,65705,1,0,2.3594985620209648,1.1688372255710184,1,2021-04-01 02:00:00,20210401,20210401
65798,65822,1,0,0.4392557265280435,0.22689448254812922,1,2021-04-13 08:00:00,20210413,20210413
65885,65890,1,0,-1.0383181645780262,-0.5307157231107118,1,2021-04-19 03:00:00,20210419,20210419
65925,65959,1,0,0.2980965619234779,0.13475575519371397,1,2021-04-20 21:00:00,20210420,20210420
65981,65983,1,0,-1.046099330903047,-0.4434190930006755,1,2021-04-23 07:00:00,20210423,20210423
66057,66072,1,0,-1.0410767498579998,-0.4978272927846307,1,2021-04-28 14:00:00,20210428,20210428
66110,66141,1,0,1.4879984523164012,0.5999582343279996,1,2021-05-02 22:00:00,20210502,20210502
66168,66247,1,0,5.433062010869119,2.7212105236591735,1,2021-05-05 10:00:00,20210505,20210505
66306,66374,1,0,3.733643002401474,2.2045077001518645,1,2021-05-13 10:00:00,20210513,20210513
66423,66432,1,0,-1.0307395311082517,-0.6233959705293405,1,2021-05-20 12:00:00,20210520,20210520
66559,66600,1,0,0.8829637596821847,0.44276275515590535,1,2021-05-28 10:00:00,20210528,20210528
66622,66639,1,0,-1.0438683066114622,-0.437268008964737,1,2021-06-02 08:00:00,20210602,20210602
66738,66748,1,0,-0.9958048706351523,-0.40324708912604734,1,2021-06-09 09:00:00,20210609,20210609
66763,66782,1,0,-0.6025762486491645,-0.3358344906246176,1,2021-06-10 11:00:00,20210610,20210610
67082,67204,1,0,3.2280191585569025,1.7568600798572858,1,2021-06-30 10:00:00,20210630,20210630
67209,67217,1,0,-1.0400054648801278,-0.5034167521907554,1,2021-07-08 03:00:00,20210708,20210708
67270,67283,1,0,-0.5582271492997342,-0.23019289722109182,1,2021-07-12 19:00:00,20210712,20210712
67304,67331,1,0,0.8346029501126653,0.33769081183515753,1,2021-07-14 06:00:00,20210714,20210714
67513,67515,1,0,-1.046976797842544,-0.432692094410334,1,2021-07-27 08:00:00,20210727,20210727
67527,67532,1,0,-1.0503266507500462,-0.4043960669572225,1,2021-07-27 23:00:00,20210727,20210727
67543,67582,1,0,1.8101661744033788,0.9165690024987346,1,2021-07-28 15:00:00,20210728,20210728
67609,67617,1,0,-1.0426044245461976,-0.47115921836547536,1,2021-08-02 12:00:00,20210802,20210802
67646,67653,1,0,-1.0746118849969548,-0.2778051794656482,1,2021-08-04 03:00:00,20210804,20210804
67941,67984,1,0,1.8588226216240777,0.7487534765552899,1,2021-08-22 23:00:00,20210822,20210822
68046,68066,1,0,-0.3997333691620834,-0.25041552466180145,1,2021-08-27 12:00:00,20210827,20210827
68111,68112,1,0,-1.049743421678103,-0.40597946753293723,1,2021-09-01 08:00:00,20210901,20210901
68244,68245,1,0,-1.053785850960585,-0.38118065889162406,1,2021-09-09 07:00:00,20210909,20210909
68314,68337,1,0,0.16656172728732135,0.07511601250821218,1,2021-09-14 08:00:00,20210914,20210914
68404,68452,1,0,1.7946030394300023,0.8412161777595606,1,2021-09-20 06:00:00,20210920,20210920
68458,68459,1,0,-0.16271236570846526,-0.0865840062928911,1,2021-09-22 14:00:00,20210922,20210922
68613,68630,1,0,-0.9151237984029873,-0.5282280762604414,1,2021-10-01 10:00:00,20211001,20211001
68682,68703,1,0,-0.5154582419648598,-0.25511218686257775,1,2021-10-06 10:00:00,20211006,20211006
68725,68735,1,0,-1.05431674057297,-0.38561267898788887,1,2021-10-08 07:00:00,20211008,20211008
68774,68796,1,0,-0.5454907569645404,-0.28762856770050216,1,2021-10-12 10:00:00,20211012,20211012
68798,68834,1,0,-0.08791168319874969,-0.061855325409161575,1,2021-10-13 11:00:00,20211013,20211013
68909,68933,1,0,-0.39014781184516745,-0.13542292974302794,1,2021-10-20 07:00:00,20211020,20211020
68947,69002,1,0,1.8516598755495546,0.6994650491304353,1,2021-10-21 23:00:00,20211021,20211021
69161,69186,1,0,1.396422385432424,0.6144626403341608,1,2021-11-04 05:00:00,20211104,20211104
69187,69255,1,0,2.487854877429091,1.282685414177348,1,2021-11-05 08:00:00,20211105,20211105
69324,69348,1,0,-0.32852317925581187,-0.15072600586812232,1,2021-11-15 08:00:00,20211115,20211115
69369,69390,1,0,-0.574555205695413,-0.2247998798205825,1,2021-11-17 07:00:00,20211117,20211117
69503,69510,1,0,-1.0548842736978654,-0.3748727725893161,1,2021-11-25 03:00:00,20211125,20211125
69639,69663,1,0,0.6707124271619826,0.3440483588497882,1,2021-12-03 08:00:00,20211203,20211203
69688,69708,1,0,-0.5040821157463553,-0.24132544219667693,1,2021-12-07 11:00:00,20211207,20211207
69914,69916,1,0,-1.0568289013202776,-0.3618352968399827,1,2021-12-21 07:00:00,20211221,20211221
69966,69984,1,0,-0.742014464613439,-0.25043812851400027,1,2021-12-23 13:00:00,20211223,20211223
70120,70148,1,0,0.09179546502301857,0.03974782215058955,1,2022-01-04 09:00:00,20220104,20220104
70208,70210,1,0,-1.0507152149337047,-0.4028982431754154,1,2022-01-10 05:00:00,20220110,20220110
70220,70281,1,0,2.4191463059522667,0.9670954382185918,1,2022-01-10 18:00:00,20220110,20220110
70370,70411,1,0,1.663317201871654,0.6337580316221205,1,2022-01-19 08:00:00,20220119,20220119
70463,70464,1,0,-1.0431523379133074,-0.45723428657548654,1,2022-01-25 09:00:00,20220125,20220125
70468,70483,1,0,-1.042185686078871,-0.4669197302466854,1,2022-01-25 14:00:00,20220125,20220125
70641,70646,1,0,-1.0615156642747399,-0.3339272028288842,1,2022-02-04 03:00:00,20220204,20220204
70657,70716,1,0,1.682120963401644,0.7921032717068942,1,2022-02-06 20:00:00,20220206,20220206
70718,70738,1,0,-0.7839352967114468,-0.25101223411801693,1,2022-02-09 11:00:00,20220209,20220209
70765,70805,1,0,1.38584397053716,0.6291734356238275,1,2022-02-11 12:00:00,20220211,20220211
71031,71173,1,0,7.427796225045398,4.570835159788763,1,2022-03-01 04:00:00,20220301,20220301
71295,71325,1,0,0.1040390045276385,0.0959608272342062,1,2022-03-16 14:00:00,20220316,20220316
71508,71562,1,0,0.5192609445155333,0.30364793477809265,1,2022-03-29 22:00:00,20220329,20220329
71847,71859,1,0,-1.034802058132669,-0.5315461594686901,1,2022-04-20 15:00:00,20220420,20220420
72048,72097,1,0,0.24036359100323867,0.15606127008220086,1,2022-05-03 09:00:00,20220503,20220503
72448,72471,1,0,-0.367053135739549,-0.14409999568239126,1,2022-05-26 19:00:00,20220526,20220526
72477,72482,1,0,-1.048298219690373,-0.4079457793128827,1,2022-05-30 01:00:00,20220530,20220530
72529,72574,1,0,1.8426981346324673,0.9783303884053017,1,2022-06-01 09:00:00,20220601,20220601
72621,72643,1,0,-0.6683137767495466,-0.3278352074489334,1,2022-06-07 09:00:00,20220607,20220607
72645,72662,1,0,-1.044117720811045,-0.4462394651077936,1,2022-06-08 10:00:00,20220608,20220608
72784,72805,1,0,-0.2792991097013578,-0.22000411830367958,1,2022-06-16 11:00:00,20220616,20220616
72850,72854,1,0,-1.0403025838327526,-0.49105097481910714,1,2022-06-21 10:00:00,20220621,20220621
72926,72943,1,0,-1.036318228335347,-0.544593830713835,1,2022-06-26 18:00:00,20220626,20220626
72984,72987,1,0,-1.0453186489765782,-0.4423707859761056,1,2022-06-29 06:00:00,20220629,20220629
73216,73225,1,0,-1.0242947470244648,-0.8469254994892125,1,2022-07-13 10:00:00,20220713,20220713
73508,73542,1,0,0.4667380195160696,0.22611100406887552,1,2022-08-01 03:00:00,20220801,20220801
73575,73605,1,0,1.7067220774503622,0.7712256555418227,1,2022-08-04 01:00:00,20220804,20220804
73626,73668,1,0,0.9840665961940365,0.4320248990162871,1,2022-08-08 06:00:00,20220808,20220808
73721,73738,1,0,-1.042035537817819,-0.48253070721060304,1,2022-08-12 09:00:00,20220812,20220812
73877,73881,1,0,-1.0510263092478611,-0.4141437113615179,1,2022-08-23 04:00:00,20220823,20220823
73882,73903,1,0,-0.4531848021824986,-0.2358045111921255,1,2022-08-23 09:00:00,20220823,20220823
74097,74101,1,0,-1.048527327010836,-0.43865354886609303,1,2022-09-05 20:00:00,20220905,20220905
74134,74157,1,0,-0.23613114989477044,-0.13729201719947387,1,2022-09-07 10:00:00,20220907,20220907
74295,74311,1,0,-1.0285085453219496,-0.7529035461815625,1,2022-09-16 10:00:00,20220916,20220916
74477,74543,1,0,1.9661326334293314,1.501929392195601,1,2022-09-28 08:00:00,20220928,20220928
74547,74590,1,0,3.726291718472719,2.1994811357495068,1,2022-10-03 09:00:00,20221003,20221003
74687,74690,1,0,-1.0322312679104044,-0.6665291390639855,1,2022-10-11 11:00:00,20221011,20221011
74729,74730,1,0,-1.044421466821195,-0.49016424755058335,1,2022-10-13 07:00:00,20221013,20221013
74843,74851,1,0,-1.0391299781908954,-0.5673877417243183,1,2022-10-20 06:00:00,20221020,20221020
74915,74954,1,0,0.08493500709280868,0.057250643316453076,1,2022-10-25 09:00:00,20221025,20221025
75023,75055,1,0,-0.23461041927442006,-0.10684474123539453,1,2022-11-01 01:00:00,20221101,20221101
75100,75137,1,0,-0.4332099780434942,-0.3191317703446482,1,2022-11-04 09:00:00,20221104,20221104
75169,75173,1,0,-0.8416313214286915,-0.5193818829784079,1,2022-11-09 10:00:00,20221109,20221109
75238,75293,1,0,-0.14899916790137357,-0.08974988569589824,1,2022-11-14 10:00:00,20221114,20221114
75370,75378,1,0,-1.047189739754639,-0.44458054055113594,1,2022-11-22 04:00:00,20221122,20221122
75403,75428,1,0,-4.478081476178907e-15,-2.5949562133790046e-15,1,2022-11-23 14:00:00,20221123,20221123
75430,75435,1,0,-1.0585977832651918,-0.3595286319127822,1,2022-11-24 21:00:00,20221124,20221124
75456,75461,1,0,-1.0423193698843713,-0.48996223178657244,1,2022-11-28 03:00:00,20221128,20221128
75502,75509,1,0,-1.0517486929100175,-0.4042632091210062,1,2022-11-30 03:00:00,20221130,20221130
75513,75553,1,0,2.4121681019244883,1.5550665527755287,1,2022-11-30 14:00:00,20221130,20221130
75564,75572,1,0,-1.0354852424901335,-0.5653333146508945,1,2022-12-04 20:00:00,20221204,20221204
75744,75749,1,0,-1.0349513166241417,-0.5736703703326019,1,2022-12-14 15:00:00,20221214,20221214
75783,75808,1,0,0.1757624792318919,0.08512783176053114,1,2022-12-16 08:00:00,20221216,20221216
75991,76054,1,0,3.69609273446926,1.5188495662785748,1,2022-12-30 09:00:00,20221230,20221230
76082,76083,1,0,-1.0345770326693962,-0.5655031207956854,2,2023-01-06 08:00:00,20230106,20230106
76084,76115,1,0,0.48385972302331265,0.3409633961028201,2,2023-01-06 10:00:00,20230106,20230106
76129,76152,1,0,-0.8620479861325976,-0.38917341908279457,2,2023-01-10 09:00:00,20230110,20230110
76192,76196,1,0,-1.0336015174934239,-0.5647011185157675,2,2023-01-13 03:00:00,20230113,20230113
76262,76267,1,0,-1.0377538083344968,-0.5021891359314588,2,2023-01-18 06:00:00,20230118,20230118
76493,76496,1,0,-0.9221096355840742,-0.35497009959890735,2,2023-02-01 07:00:00,20230201,20230201
76500,76518,1,0,-1.0293373975147895,-0.6319753202470133,2,2023-02-01 14:00:00,20230201,20230201
76603,76609,1,0,-1.0316852864485793,-0.6041176905731533,2,2023-02-08 02:00:00,20230208,20230208
76627,76634,1,0,-1.0417580348368733,-0.4634888703777132,2,2023-02-09 03:00:00,20230209,20230209
76742,76747,1,0,-0.7318341708073783,-0.36894345043750915,2,2023-02-16 03:00:00,20230216,20230216
76985,77026,1,0,1.0437658667124836,0.4017374192040301,2,2023-03-02 19:00:00,20230302,20230302
77090,77159,1,0,11.153995929691753,4.11948083255261,2,2023-03-09 08:00:00,20230309,20230309
77181,77270,1,0,3.5286735726047866,2.4690843117218986,2,2023-03-15 06:00:00,20230315,20230315
77299,77348,1,0,2.680982838076395,1.5570286745517876,2,2023-03-22 09:00:00,20230322,20230322
77505,77529,1,0,2.653199575368634,1.253193208566079,2,2023-04-04 09:00:00,20230404,20230404
77591,77665,1,0,3.564518816647109,1.465431987773088,2,2023-04-11 03:00:00,20230411,20230411
77714,77728,1,0,-1.0330938980639397,-0.5439701971018562,2,2023-04-18 11:00:00,20230418,20230418
77850,77852,1,0,-1.0320199736124276,-0.5631469106270317,2,2023-04-26 09:00:00,20230426,20230426
77943,78009,1,0,2.42980107990783,1.3677690476901887,2,2023-05-02 10:00:00,20230502,20230502
78036,78082,1,0,-0.2792666884946522,-0.13072024387957504,2,2023-05-08 11:00:00,20230508,20230508
78415,78417,1,0,-1.0450299425826128,-0.4134820079953213,2,2023-05-31 01:00:00,20230531,20230531
78423,78424,1,0,-1.0376385744774899,-0.48980789698364857,2,2023-05-31 09:00:00,20230531,20230531
78446,78468,1,0,0.04347837595080506,0.021284359036732106,2,2023-06-01 09:00:00,20230601,20230601
78583,78584,1,0,-0.3786357984393569,-0.1375438739486739,2,2023-06-09 08:00:00,20230609,20230609
78811,78815,1,0,-1.0432050738752583,-0.43809520917391254,2,2023-06-23 08:00:00,20230623,20230623
78857,78859,1,0,-0.9834679709710519,-0.35976638546397827,2,2023-06-27 08:00:00,20230627,20230627
79097,79131,1,0,2.5546321520164676,0.7963624352278132,2,2023-07-11 21:00:00,20230711,20230711
79235,79241,1,0,-1.050946112380139,-0.36372816532656216,2,2023-07-19 21:00:00,20230719,20230719
79318,79361,1,0,0.1015033994665111,0.04429058697755296,2,2023-07-25 11:00:00,20230725,20230725
79707,79709,1,0,-0.9963194125021622,-0.35548335715529217,2,2023-08-17 09:00:00,20230817,20230817
79752,79753,1,0,-1.0522578109437442,-0.3714620299305262,2,2023-08-21 08:00:00,20230821,20230821
79769,79776,1,0,-1.057021109767084,-0.34165939050909433,2,2023-08-22 02:00:00,20230822,20230822
79870,79872,1,0,-1.0558021255863241,-0.34403882465209634,2,2023-08-28 11:00:00,20230828,20230828
79910,79937,1,0,0.7831773308267289,0.18471413166300038,2,2023-08-30 05:00:00,20230830,20230830
79958,79960,1,0,-1.0818256033015843,-0.23796345681318534,2,2023-09-01 07:00:00,20230901,20230901
80073,80075,1,0,-1.0601802398883025,-0.31968510331821015,2,2023-09-08 09:00:00,20230908,20230908
80176,80239,1,0,2.368094633536418,0.7387722284294196,2,2023-09-14 21:00:00,20230914,20230914
80257,80263,1,0,-1.0653628280577274,-0.29395800743361017,2,2023-09-20 09:00:00,20230920,20230920
80530,80532,1,0,-1.05821541685536,-0.3490586899718009,2,2023-10-06 06:00:00,20231006,20231006
80533,80627,1,0,5.937281513316422,2.7057001987547715,2,2023-10-06 09:00:00,20231006,20231006
80832,80833,1,0,-1.0364689810056482,-0.5010753302912857,2,2023-10-25 09:00:00,20231025,20231025
80845,80854,1,0,-1.0355992548035053,-0.512344395848183,2,2023-10-25 23:00:00,20231025,20231025
80882,80915,1,0,-0.5980395322567372,-0.3104952399076459,2,2023-10-27 13:00:00,20231027,20231027
80969,80970,1,0,-1.0464974551607071,-0.3957643524969876,2,2023-11-02 07:00:00,20231102,20231102
81380,81421,1,0,0.7310069392072258,0.29002634364921365,2,2023-11-28 10:00:00,20231128,20231128
81442,81445,1,0,-1.0474499876017438,-0.37773478956227274,2,2023-12-01 03:00:00,20231201,20231201
81631,81677,1,0,6.17541150708233,2.233834556155774,2,2023-12-13 08:00:00,20231213,20231213
81704,81712,1,0,-1.0351024799156017,-0.5075489808267795,2,2023-12-18 12:00:00,20231218,20231218
81768,81867,1,0,4.738662297644925,1.61086931988243,2,2023-12-21 07:00:00,20231221,20231221
82242,82248,1,0,-1.0467716524450297,-0.38572199641918387,2,2024-01-23 00:00:00,20240123,20240123
82359,82367,1,0,-1.042862328625979,-0.4178612805783159,2,2024-01-30 02:00:00,20240130,20240130
82413,82434,1,0,-0.08418442159657993,-0.05068473122473008,2,2024-02-01 10:00:00,20240201,20240201
82472,82521,1,0,0.09601018029078051,0.03646379982360346,2,2024-02-06 00:00:00,20240206,20240206
82622,82664,1,0,0.46437662015013736,0.19004447742783803,2,2024-02-14 12:00:00,20240214,20240214
82666,82735,1,0,1.6717003729692517,0.7176116132566438,2,2024-02-16 10:00:00,20240216,20240216
83193,83232,1,0,1.1332640039688204,0.41443763501670383,2,2024-03-20 09:00:00,20240320,20240320
83382,83428,1,0,0.3117537853766635,0.22173727864689563,2,2024-04-02 15:00:00,20240402,20240402
83588,83632,1,0,-0.1398234056133291,-0.1511019075037636,2,2024-04-15 14:00:00,20240415,20240415
83663,83665,1,0,-1.0196514710137283,-0.7536925004499355,2,2024-04-18 21:00:00,20240418,20240418
83746,83757,1,0,-0.6846572692052132,-0.47964108724387833,2,2024-04-24 11:00:00,20240424,20240424
83768,83801,1,0,-0.3173010791014576,-0.23395020202845807,2,2024-04-25 10:00:00,20240425,20240425
83859,83881,1,0,-0.6708924642015474,-0.3309417507774162,2,2024-05-01 09:00:00,20240501,20240501
83904,83905,1,0,-0.7824697736646115,-0.452977546371638,2,2024-05-03 08:00:00,20240503,20240503
83922,83946,1,0,-0.5796503933767483,-0.37024440435855943,2,2024-05-06 03:00:00,20240506,20240506
83996,83997,1,0,-1.0322134795986102,-0.4820014480370954,2,2024-05-09 08:00:00,20240509,20240509
83998,84034,1,0,1.553443122309601,0.8973606284095539,2,2024-05-09 10:00:00,20240509,20240509
84065,84112,1,0,2.656566936772058,1.2093700629808997,2,2024-05-14 08:00:00,20240514,20240514
84294,84313,1,0,-0.8986042356158587,-0.41497300764114003,2,2024-05-28 09:00:00,20240528,20240528
84339,84364,1,0,-0.3487617080982124,-0.1973237433424856,2,2024-05-30 08:00:00,20240530,20240530
84424,84473,1,0,1.5478885791070087,0.6686745441633156,2,2024-06-05 01:00:00,20240605,20240605
84657,84663,1,0,-0.9919033736295697,-0.3313799208632293,2,2024-06-19 04:00:00,20240619,20240619
84671,84706,1,0,2.0347997209124515,0.6873764134872871,2,2024-06-19 21:00:00,20240619,20240619
84749,84751,1,0,-1.0369302310860091,-0.42080039533455704,2,2024-06-25 06:00:00,20240625,20240625
84795,84835,1,0,0.7438048819458974,0.28463694751708785,2,2024-06-27 06:00:00,20240627,20240627
84842,84843,1,0,-1.03611449296997,-0.4294408244796579,2,2024-07-01 07:00:00,20240701,20240701
84867,84868,1,0,-1.0317362422868563,-0.48745424892427014,2,2024-07-02 09:00:00,20240702,20240702
84923,84933,1,0,-0.9466222702658648,-0.28171997458167186,2,2024-07-04 22:00:00,20240704,20240704
84936,84952,1,0,-1.0279946581656532,-0.5389450882296516,2,2024-07-05 11:00:00,20240705,20240705
84996,85047,1,0,3.030977675229111,1.158516020236077,2,2024-07-10 02:00:00,20240710,20240710
85053,85058,1,0,-1.0295836061955872,-0.5037729294582777,2,2024-07-12 13:00:00,20240712,20240712
85118,85119,1,0,-1.023166640158905,-0.6225781631836893,2,2024-07-17 09:00:00,20240717,20240717
85462,85468,1,0,-1.023619124331698,-0.6310217263449911,2,2024-08-07 08:00:00,20240807,20240807
85525,85567,1,0,2.048620433630832,0.872873217935132,2,2024-08-12 02:00:00,20240812,20240812
85789,85800,1,0,-1.0277173599715863,-0.5149767364000447,2,2024-08-27 13:00:00,20240827,20240827
85821,85830,1,0,-1.0342799314162885,-0.4196159672979303,2,2024-08-28 23:00:00,20240828,20240828
86010,86035,1,0,0.24226327683803472,0.0862058643933694,2,2024-09-10 06:00:00,20240910,20240910
86058,86119,1,0,4.239141885458571,1.8327216351325648,2,2024-09-12 08:00:00,20240912,20240912
86354,86380,1,0,-0.4225884201956229,-0.17140937012720675,2,2024-10-01 05:00:00,20241001,20241001
86541,86579,1,0,0.0423059888469812,0.020052590756870752,2,2024-10-11 08:00:00,20241011,20241011
86703,86726,1,0,0.11740177809321052,0.05337486336398033,2,2024-10-22 09:00:00,20241022,20241022
86773,86783,1,0,-1.0272276877717197,-0.48217348519348546,2,2024-10-25 10:00:00,20241025,20241025
86805,86864,1,0,2.576607529299203,0.9388679685052942,2,2024-10-28 19:00:00,20241028,20241028
86886,86888,1,0,-1.0281764702556309,-0.46376986903745754,2,2024-11-01 07:00:00,20241101,20241101
86932,86945,1,0,-1.0282392790766377,-0.4643059541494117,2,2024-11-05 08:00:00,20241105,20241105
87070,87072,1,0,-1.0272749123262166,-0.5046322045529293,2,2024-11-13 08:00:00,20241113,20241113
87126,87180,1,0,2.9170084295990693,1.709222583161584,2,2024-11-17 19:00:00,20241117,20241117
87186,87244,1,0,3.227089499131711,1.5530417675544586,2,2024-11-20 09:00:00,20241120,20241120
87277,87311,1,0,0.17499327785018978,0.13878907482820052,2,2024-11-26 08:00:00,20241126,20241126
87335,87351,1,0,-1.0273426043254306,-0.49439965145721954,2,2024-11-28 23:00:00,20241128,20241128
87412,87435,1,0,-0.7135401550380469,-0.35948020595614844,2,2024-12-04 09:00:00,20241204,20241204
87527,87549,1,0,-0.40576855114806387,-0.24090242343405127,2,2024-12-11 09:00:00,20241211,20241211
87755,87771,1,0,-1.035933178532177,-0.3826940132964914,2,2024-12-26 10:00:00,20241226,20241226
87911,88002,1,0,2.290410078998792,0.9658938761347423,2,2025-01-07 07:00:00,20250107,20250107
88068,88097,1,0,0.32760649258248675,0.12485643362600932,2,2025-01-16 03:00:00,20250116,20250116
88128,88182,1,0,2.245489040448033,1.1415936691769681,2,2025-01-20 20:00:00,20250120,20250120
88255,88278,1,0,0.5549563615828093,0.21426362793064985,2,2025-01-28 08:00:00,20250128,20250128
88348,88355,1,0,-1.0205128314357579,-0.6154063155597197,2,2025-02-03 09:00:00,20250203,20250203
88435,88439,1,0,-1.029415381221197,-0.4269225814234607,2,2025-02-07 04:00:00,20250207,20250207
88512,88556,1,0,0.5610441568967602,0.3623899826038929,2,2025-02-12 12:00:00,20250212,20250212
88680,88707,1,0,-0.6450872814197194,-0.3678708032299186,2,2025-02-23 22:00:00,20250223,20250223
88804,88851,1,0,1.7777931215640546,0.910760114340536,2,2025-03-03 07:00:00,20250303,20250303
88892,88898,1,0,-1.023370762363513,-0.524427598220405,2,2025-03-07 03:00:00,20250307,20250307
88899,88916,1,0,-0.7276170924600892,-0.4794847082791812,2,2025-03-07 10:00:00,20250307,20250307
88940,88967,1,0,-0.20858862069542236,-0.10817976385904224,2,2025-03-11 04:00:00,20250311,20250311
88969,89015,1,0,3.5536526508480284,1.7200519054773806,2,2025-03-12 10:00:00,20250312,20250312
89087,89102,1,0,-1.0228402202655058,-0.5143670837883909,2,2025-03-19 13:00:00,20250319,20250319
89209,89291,1,0,7.583996749606837,2.812896841758058,2,2025-03-26 21:00:00,20250326,20250326
89420,89493,1,0,5.555621740192842,5.629487761696955,2,2025-04-09 02:00:00,20250409,20250409
89575,89614,1,0,1.3522816358144607,1.1830437325400747,2,2025-04-20 20:00:00,20250420,20250420
89782,89798,1,0,-0.2927251488568064,-0.2500309444238351,2,2025-05-01 20:00:00,20250501,20250501
89910,89918,1,0,-1.3896612097878165,-1.1930852692698133,2,2025-05-09 09:00:00,20250509,20250509
90133,90159,1,0,-0.014709456352748547,-0.010807111079102054,2,2025-05-23 02:00:00,20250523,20250523
90201,90207,1,0,-1.0167001676114114,-0.6419581069630421,2,2025-05-28 03:00:00,20250528,20250528
90229,90245,1,0,-1.0137797559255701,-0.7763918462671817,2,2025-05-29 08:00:00,20250529,20250529
90393,90402,1,0,-0.998749109354155,-0.5921319453832727,2,2025-06-09 11:00:00,20250609,20250609
90412,90423,1,0,-1.01953313688738,-0.5479828582554789,2,2025-06-10 07:00:00,20250610,20250610
90436,90500,1,0,3.44874316945614,2.2274765055619383,2,2025-06-11 08:00:00,20250611,20250611
90674,90687,1,0,-1.0229777237913222,-0.46664023649979136,2,2025-06-25 19:00:00,20250625,20250625
90779,90794,1,0,-1.0226677951296463,-0.47183574228877906,2,2025-07-02 08:00:00,20250702,20250702
90838,90852,1,0,-1.0207821198600102,-0.5151197448608217,2,2025-07-07 15:00:00,20250707,20250707
90967,90969,1,0,-1.0261615677594913,-0.4084132542997745,2,2025-07-15 06:00:00,20250715,20250715
91447,91470,1,0,-0.30364848129487826,-0.1407132252544622,2,2025-08-13 03:00:00,20250813,20250813
91639,91646,1,0,-1.0299678789455295,-0.35651813912837615,2,2025-08-25 11:00:00,20250825,20250825
91647,91654,1,0,-1.0228608069592262,-0.4628521103538616,2,2025-08-25 20:00:00,20250825,20250825
91686,91727,1,0,0.6287710986675841,0.25504118650106405,2,2025-08-27 12:00:00,20250827,20250827
91729,91808,1,0,7.742875001945868,2.840796426113626,2,2025-08-29 09:00:00,20250829,20250829
91910,91923,1,0,-0.4902119437966275,-0.25658757731930976,2,2025-09-10 08:00:00,20250910,20250910
91945,92020,1,0,35.53874889482615,16.855072702241667,2,2025-09-11 21:00:00,20250911,20250911
92197,92210,1,0,-1.0079093193534636,-1.121198065632904,2,2025-10-29 01:00:00,20251029,20251029
92228,92253,1,0,-0.14381333765588605,-0.19017305748231345,2,2025-10-30 09:00:00,20251030,20251030
92274,92281,1,0,-0.4900459736574594,-0.4627712388298748,2,2025-11-03 10:00:00,20251103,20251103
92540,92552,1,0,-1.009856187886707,-0.8756097943782477,2,2025-11-19 00:00:00,20251119,20251119
92597,92605,1,0,-1.0077174725427296,-1.1147800711449896,2,2025-11-21 11:00:00,20251121,20251121
92619,92739,1,0,3.803120273905121,3.0098855041118107,2,2025-11-24 10:00:00,20251124,20251124
92868,92886,1,0,-0.9390067916986791,-0.561172289863079,2,2025-12-09 10:00:00,20251209,20251209
92895,92938,1,0,1.9338045862387712,1.0985883424407772,2,2025-12-10 14:00:00,20251210,20251210
92982,92984,1,0,-1.0122113246523714,-0.670833044103479,2,2025-12-16 09:00:00,20251216,20251216
93030,93031,1,0,-1.011853990156425,-0.6851584461492123,2,2025-12-18 11:00:00,20251218,20251218
93103,93120,1,0,-0.9513402181535745,-0.6239104913017434,2,2025-12-23 15:00:00,20251223,20251223
93127,93149,1,0,-0.17045778628974576,-0.14455102584601087,2,2025-12-25 20:00:00,20251225,20251225
